month,is_weekend,year,amount_idr,category_hiburan,category_investasi,category_kesehatan,category_lainnya,category_makanan,category_pendidikan,category_tabungan,category_tagihan,category_tempat_tinggal,category_transportasi,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
2,0,2021,550000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2021,379000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2021,5922000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2021,305000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2021,140000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,0,2021,2744000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2021,154000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2021,356000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,0,2021,341000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2021,457000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,32000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2021,88000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,269000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,2021,165000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,1937000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,2021,124000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2021,1067000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,2021,140000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,1,2021,42000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2021,62000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2021,324000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,2021,115000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2021,2153000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,2021,193000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2021,2049000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2021,1984000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2021,72000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2021,55000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2021,109000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2021,119000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2021,4247000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2021,117000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2021,30000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2021,1874000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2021,1637000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2021,65000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,1,2021,234000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,131000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,2021,110000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2021,18000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,47000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,62000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2021,387000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2021,78000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,2021,178000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,2021,630000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2021,76000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,2021,205000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,2021,30000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2021,50000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,2021,25000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2021,219000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2021,4048000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2021,461000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2021,57000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2021,126000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2021,4200000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2021,270000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2021,512000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2021,121000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2021,19000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,2021,255000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,2021,2438000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,0,2021,12000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,0,2021,238000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2021,41000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2021,568000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,2021,4500000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,1,2021,14000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,2021,54000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,1,2021,137000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,2021,589000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,65000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,67000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2021,134000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,4045000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,2021,44000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,132000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2021,181000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,176000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,0,2021,82000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,29000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,91000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,39000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,1,2021,80000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,13000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,2084000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,1,2021,76000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2021,2250000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,2021,107000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,2869000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2021,103000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2021,270000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,57000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,58000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,1506000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,1384000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,0,2021,101000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2021,269000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2021,242000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,0,2021,75000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,0,2021,158000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,0,2021,3035000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,1,2021,9000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,16000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,1,2021,130000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,1,2021,61000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2021,289000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,2021,2304000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2021,99000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,84000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,81000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0,2021,1758000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2021,63000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2021,190000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2021,184000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2021,3000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2021,24000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2021,1223000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,0,2021,84000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,369000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,214000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,2021,28000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,0,2021,64000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,143000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2021,58000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,317000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,66000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,2021,142000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,188000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,142000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0,2021,125000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,0,2021,375000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,2021,90000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2021,12000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2021,386000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,0,2021,1507000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,0,2021,2641000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,0,2021,60000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,124000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,113000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2021,175000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2021,98000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,21000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,1,2021,267000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,2021,4400000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1,2021,1361000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,2021,788000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,5692000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,2021,131000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,189000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,2021,258000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2021,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2021,1404000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,0,2021,169000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,2021,918000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,2021,136000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,3369000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,0,2021,489000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,82000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,192000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,1,2021,340000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,1,2021,23000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,2021,155000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,1,2021,74000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,2021,1639000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1,2021,23000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,1,2021,102000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,1,2021,128000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,2021,131000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,1,2021,118000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,2021,1862000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,0,2021,81000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,2021,146000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,0,2021,11000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,0,2021,14000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,0,2021,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,2021,296000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,0,2021,2750000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,0,2021,504000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,2021,258000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,2021,106000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,2021,112000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,106000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,2031000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,0,2021,122000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,0,2021,22000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,2021,440000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,0,2021,475000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,1,2021,6319000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,1,2021,123000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
